Centroid X,Centroid Y,Transitions,Aspect Ratio
2809,239,71,11.76595744680851
2120,285,129,5.218181818181818
2734,291,72,10.054545454545455
183,330,68,14.217391304347826
448,329,85,15.434782608695652
214,350,159,2.680327868852459
415,354,204,2.9098360655737703
929,346,146,5.707692307692308
1363,371,18,5.138461538461539
870,427,97,4.6375
1316,406,137,4.175
558,607,57,3.1847826086956523
636,549,95,0.5217391304347826
531,704,109,6.041237113402062
633,682,96,0.9896907216494846
717,485,74,0.9868421052631579
817,498,88,8.289473684210526
719,603,74,0.36585365853658536
770,553,36,3.073170731707317
1496,342,147,6.956521739130435
2040,341,50,8.08695652173913
1591,379,74,10.666666666666666
1884,380,103,12.4
2133,352,21,8.23076923076923
2697,343,95,7.961538461538462
2276,384,48,17.833333333333332
2629,383,60,17.25
1576,402,140,17.3
1873,403,140,17.3
1448,430,155,1.0484848484848486
1908,424,202,1.0484848484848486
2237,406,75,14.434782608695652
2585,404,191,22.17391304347826
2211,425,276,1.0152905198776758
2602,435,258,1.5596330275229358
349,128,63,2.5510204081632653
432,101,118,1.6054421768707483
289,190,97,4.8076923076923075
409,182,77,3.0256410256410255
724,159,37,2.143712574850299
1087,130,164,1.9401197604790419
738,199,54,6.172413793103448
1042,193,92,5.586206896551724
227,268,109,4.191780821917808
407,257,72,4.178082191780822
134,333,96,4.135135135135135
560,334,64,4.121621621621622
638,250,48,4.927272727272728
979,254,125,7.472727272727273
847,337,29,2.9456521739130435
936,295,129,4.467391304347826
1778,113,13,4.117647058823529
1842,61,117,2.7394957983193278
1722,177,92,4.495412844036697
1788,123,16,2.9908256880733943
2319,131,117,2.0535714285714284
2756,149,66,2.107142857142857
2239,197,64,5.75
2704,198,55,5.9
1618,274,77,4.530120481927711
1711,240,19,5.301204819277109
1547,341,116,6.163934426229508
2079,344,45,7.213114754098361
2174,257,65,5.754098360655738
2648,256,66,5.704918032786885
2127,306,49,4.228915662650603
2611,329,130,4.192771084337349
137,403,122,4.186440677966102
325,409,57,4.0
149,449,148,2.185840707964602
348,454,260,2.088495575221239
510,402,45,4.348484848484849
877,399,76,7.924242424242424
517,454,27,2.707547169811321
890,490,114,4.933962264150943
427,780,12,1.72265625
462,737,45,0.1640625
420,830,43,6.391304347826087
462,847,41,0.6086956521739131
564,643,97,0.9787234042553191
712,610,182,4.76595744680851
547,776,178,0.75
643,709,59,3.652173913043478
1516,389,161,10.142857142857142
1893,401,8,9.457142857142857
1522,419,45,15.434782608695652
1811,419,86,14.391304347826088
2082,391,55,10.882352941176471
2540,391,62,13.5
2160,418,99,15.416666666666666
2515,418,112,19.125
1450,445,40,10.642857142857142
1739,443,179,13.857142857142858
1432,479,256,0.7250608272506083
1819,467,144,0.9440389294403893
2149,438,96,20.875
2520,437,107,30.9375
2112,452,188,0.789598108747045
2432,466,193,1.1702127659574468
356,83,71,3.784313725490196
442,61,101,2.7254901960784315
280,137,95,5.361111111111111
433,139,51,3.861111111111111
1142,103,36,4.278260869565218
1200,77,111,1.5478260869565217
1113,150,72,8.338983050847459
1171,130,38,3.016949152542373
251,218,108,4.914285714285715
399,198,71,4.571428571428571
167,274,98,5.134328358208955
637,281,22,4.776119402985074
700,202,41,4.8545454545454545
1062,195,91,7.327272727272727
672,240,24,3.2560975609756095
1013,273,69,4.914634146341464
1673,105,16,3.1171171171171173
1741,60,137,3.3513513513513513
1623,159,74,3.9770114942528734
1684,114,11,4.275862068965517
2322,99,125,2.4748201438848922
2807,132,24,3.4532374100719423
2242,168,67,5.830508474576271
2771,168,77,8.135593220338983
1503,240,59,3.08955223880597
1578,224,70,7.626865671641791
1440,293,103,4.5
1648,295,42,11.108695652173912
2179,226,80,5.948275862068965
2703,227,60,8.258620689655173
2130,284,65,6.2727272727272725
2726,283,89,8.709090909090909
161,343,116,5.033898305084746
391,349,78,4.6440677966101696
171,392,184,3.09375
422,387,272,2.8541666666666665
610,334,73,6.166666666666667
1103,346,50,6.55
926,447,16,3.8947368421052633
1095,396,129,4.136842105263158
560,691,0,2.4
567,685,0,0.029787234042553193
560,710,8,10.444444444444445
567,717,6,0.12962962962962962
670,575,88,1.0476190476190477
831,529,255,4.142857142857143
627,695,219,1.0845070422535212
763,648,85,4.288732394366197
1551,321,68,22.31578947368421
1953,321,84,18.894736842105264
1574,338,90,24.941176470588236
1916,337,166,21.11764705882353
2222,325,50,11.521739130434783
2540,326,24,21.47826086956522
2244,340,71,20.384615384615383
2546,340,66,38.0
1519,353,44,23.0
1829,352,159,37.23076923076923
1485,371,151,0.7569620253164557
1903,365,58,1.2253164556962026
2316,355,262,18.52173913043478
2638,358,62,14.478260869565217
2487,390,79,1.1064935064935064
2690,383,224,0.8649350649350649
361,61,66,5.0
447,41,103,3.8205128205128207
283,110,104,5.82089552238806
439,112,47,4.447761194029851
797,83,49,4.09375
1241,64,190,2.34375
758,119,57,8.020408163265307
1175,120,129,4.591836734693878
233,186,87,5.564516129032258
501,178,95,5.532258064516129
155,232,100,6.634615384615385
638,232,53,6.596153846153846
712,162,36,8.27027027027027
1110,164,96,8.432432432432432
872,225,20,3.9740259740259742
1032,210,117,4.0519480519480515
1730,84,24,4.822222222222222
1794,45,113,4.522222222222222
1676,131,84,5.636363636363637
2065,148,9,5.285714285714286
2235,89,69,3.390909090909091
2803,80,96,3.0636363636363635
2181,136,67,6.543859649122807
2736,139,70,5.912280701754386
1598,192,78,9.040816326530612
2116,192,40,8.122448979591837
1539,238,95,10.30232558139535
2075,242,42,9.255813953488373
2386,199,10,7.475409836065574
2682,199,106,4.163934426229508
2455,248,34,14.709677419354838
2672,242,76,8.193548387096774
130,283,138,5.791666666666667
372,288,72,6.208333333333333
145,322,175,3.3493975903614457
405,326,313,3.5903614457831323
598,287,42,6.196428571428571
1001,290,62,6.839285714285714
653,327,51,4.626666666666667
1076,352,132,5.1066666666666665
560,613,1,2.4145299145299144
570,609,3,0.04700854700854701
559,636,14,13.78048780487805
569,639,10,0.2682926829268293
702,490,56,1.2834645669291338
839,443,271,4.464566929133858
645,592,281,1.1013513513513513
768,543,70,3.831081081081081
1491,268,70,14.857142857142858
1707,272,11,16.285714285714285
1468,287,28,20.8
1761,288,42,22.8
2135,269,77,20.263157894736842
2541,268,115,26.94736842105263
2162,286,102,22.647058823529413
2547,285,152,30.11764705882353
1480,305,63,14.952380952380953
1771,305,190,16.19047619047619
1463,333,233,0.8997134670487106
1794,321,170,0.9742120343839542
2127,298,46,35.25
2397,298,74,76.875
2128,307,155,0.7790055248618785
2387,310,104,1.6988950276243093
310,72,53,3.7613636363636362
367,54,67,3.8181818181818183
256,114,72,5.910714285714286
382,117,14,6.0
716,76,35,4.166666666666667
1188,56,154,3.611111111111111
691,116,33,6.944444444444445
1139,118,88,6.018518518518518
269,174,81,6.703703703703703
611,172,37,5.648148148148148
208,218,185,6.961538461538462
609,223,35,5.865384615384615
895,166,19,9.24390243902439
1105,163,94,7.829268292682927
1014,215,41,5.8307692307692305
1070,194,66,4.938461538461539
1648,65,94,4.457142857142857
2165,83,54,3.342857142857143
1576,138,62,7.3125
2121,136,59,5.484375
2200,47,36,4.76595744680851
2753,54,96,2.265957446808511
2628,164,0,5.973333333333334
2692,134,73,2.84
1518,195,54,8.83673469387755
2079,196,47,7.877551020408164
1512,236,56,13.53125
2050,236,45,12.0625
2550,213,0,7.519230769230769
2640,196,61,5.1923076923076925
2456,238,67,13.482758620689655
2673,234,69,9.310344827586206
192,285,142,5.39344262295082
519,290,67,5.0
186,333,242,5.483333333333333
440,329,271,5.083333333333333
973,281,26,8.04
1136,281,34,6.62
897,333,97,5.661971830985915
1158,313,84,4.661971830985915
158,432,0,2.5772357723577235
475,432,0,2.5772357723577235
158,556,0,2.556451612903226
475,556,0,2.556451612903226
825,465,58,1.8780487804878048
948,427,192,4.08130081300813
782,564,198,1.8629032258064515
894,522,69,4.048387096774194
1535,257,29,23.285714285714285
1843,257,22,21.642857142857142
1528,269,86,27.166666666666668
1840,270,47,25.25
2162,256,43,29.083333333333332
2552,255,85,41.833333333333336
2179,269,43,24.928571428571427
2553,268,79,35.857142857142854
1511,285,60,13.6
1802,284,190,17.85
1487,316,144,0.84472049689441
1853,301,78,1.108695652173913
2160,280,85,36.4
2597,281,46,48.7
2114,289,162,1.0963855421686748
2579,294,136,1.466867469879518
343,82,69,3.71
431,55,124,2.49
272,140,100,4.756410256410256
409,138,65,3.1923076923076925
740,121,43,2.954198473282443
1135,103,149,2.351145038167939
718,154,41,8.23404255319149
1086,154,89,6.553191489361702
184,212,64,3.9242424242424243
319,210,108,5.46969696969697
150,271,103,4.245901639344262
562,278,40,5.918032786885246
670,203,36,5.5
1039,203,114,8.4
637,246,49,3.5714285714285716
968,255,139,5.454545454545454
1697,89,125,3.274074074074074
1967,67,0,3.111111111111111
1606,168,72,6.8
2157,180,10,6.461538461538462
2266,78,102,2.944954128440367
2794,60,113,3.311926605504587
2206,139,84,3.5274725274725274
2698,157,87,3.967032967032967
1534,231,62,8.051724137931034
2115,228,60,6.810344827586207
1472,281,98,9.936170212765957
2095,284,95,8.404255319148936
2562,256,24,6.029850746268656
2651,236,85,4.149253731343284
2465,288,120,10.631578947368421
2658,285,78,7.315789473684211
180,330,144,6.612244897959184
465,335,67,5.775510204081633
190,370,214,3.056603773584906
451,375,281,2.669811320754717
949,344,102,6.208955223880597
1224,349,17,4.358208955223881
928,414,73,4.7272727272727275
1252,393,95,3.3181818181818183
544,697,7,2.18359375
586,647,68,0.1875
535,744,57,8.734375
583,745,47,0.75
696,551,62,1.0819672131147542
820,512,230,4.721311475409836
665,661,198,0.6666666666666666
762,606,59,2.909090909090909
1435,318,28,12.863636363636363
1759,319,2,14.636363636363637
1435,334,149,17.6875
1744,334,72,20.125
2129,315,49,19.94736842105263
2519,314,103,29.473684210526315
2116,333,107,19.94736842105263
2509,332,155,29.473684210526315
1470,356,75,10.821428571428571
1765,357,143,10.785714285714286
1457,394,199,0.7408312958435208
1772,378,198,0.7383863080684596
2052,348,64,22.333333333333332
2433,347,115,55.916666666666664
2059,362,152,0.6305882352941177
2424,363,76,1.5788235294117647
353,62,90,4.666666666666667
467,37,137,2.857142857142857
260,124,113,4.962025316455696
446,126,81,3.037974683544304
801,109,48,3.6016949152542375
1198,89,217,2.7033898305084745
780,140,62,9.444444444444445
1148,139,109,7.088888888888889
159,198,62,3.876923076923077
331,189,159,5.846153846153846
118,253,81,5.361702127659575
387,258,74,8.085106382978724
708,185,49,6.4222222222222225
1091,186,142,10.11111111111111
657,233,66,4.313432835820896
1011,230,160,6.791044776119403
1693,106,33,2.8947368421052633
1764,75,232,3.192982456140351
1651,150,131,5.076923076923077
1720,123,35,5.6
2334,104,195,2.5185185185185186
2657,67,0,3.6592592592592594
2256,157,143,7.7272727272727275
2863,165,27,11.227272727272727
1541,225,0,3.3529411764705883
1589,201,74,10.254901960784315
1507,256,46,3.8
1554,236,21,11.622222222222222
2201,204,147,6.62
2801,203,79,10.06
2140,252,101,7.195652173913044
2732,252,73,10.934782608695652
216,286,76,17.09090909090909
499,286,62,14.636363636363637
230,305,184,4.043010752688172
494,310,230,3.4623655913978495
971,301,82,6.317460317460317
1348,326,21,4.444444444444445
907,369,62,7.653846153846154
1263,361,161,5.384615384615385
614,538,32,3.697674418604651
665,480,61,0.36046511627906974
601,602,70,8.95774647887324
667,599,62,0.8732394366197183
742,424,93,1.205128205128205
856,422,134,7.487179487179487
745,543,93,0.5696969696969697
811,486,49,3.5393939393939395
1504,298,102,8.425
2028,306,6,9.1
1561,326,102,15.318181818181818
1913,326,99,16.545454545454547
2140,292,81,8.085714285714285
2719,292,76,15.542857142857143
2167,326,34,10.481481481481481
2542,326,84,20.14814814814815
1549,347,112,14.454545454545455
1822,347,128,17.40909090909091
1465,364,104,1.1605839416058394
1795,374,189,1.397810218978102
2264,346,246,17.772727272727273
2602,348,51,19.818181818181817
2375,379,172,1.427007299270073
2650,375,274,1.5912408759124088
375,95,63,3.4655172413793105
454,72,96,2.060344827586207
307,153,88,5.153846153846154
443,156,47,3.0641025641025643
771,140,19,2.4195804195804196
1089,106,165,1.9580419580419581
824,171,66,6.784313725490196
1054,165,83,5.490196078431373
238,227,63,5.0625
375,226,87,4.953125
223,282,132,6.113207547169812
609,292,21,5.981132075471698
698,219,45,4.42
976,219,108,8.1
700,270,48,3.298507462686567
920,270,137,6.044776119402985
1598,95,82,3.024793388429752
1667,43,75,3.603305785123967
1518,160,75,4.945945945945946
2052,180,9,5.891891891891892
2186,74,139,3.574074074074074
2762,62,146,3.5462962962962963
2106,139,101,4.436781609195402
2647,152,122,4.402298850574713
1442,229,135,5.970588235294118
2001,228,77,5.823529411764706
1372,290,103,8.458333333333334
1957,290,115,8.25
2086,267,4,5.0256410256410255
2575,234,217,4.833333333333333
2264,300,65,10.31578947368421
2530,292,69,9.921052631578947
144,356,122,3.4177215189873418
367,365,106,3.4556962025316458
139,416,193,3.375
389,410,284,3.4125
688,337,93,6.071428571428571
1062,340,83,6.857142857142857
779,411,117,3.3009708737864076
1177,391,125,3.7281553398058254
470,697,23,1.948
516,647,56,0.224
456,757,65,6.763888888888889
515,749,55,0.7777777777777778
620,562,55,0.9914529914529915
729,523,189,5.196581196581197
593,663,184,0.5658536585365853
676,606,50,2.9658536585365853
1356,319,49,17.941176470588236
1787,320,46,17.764705882352942
1445,335,26,20.333333333333332
1720,335,78,20.133333333333333
2099,318,92,25.8
2457,318,68,38.46666666666667
2077,333,141,22.764705882352942
2493,333,108,33.94117647058823
1423,354,58,10.458333333333334
1647,355,133,14.833333333333334
1344,389,174,0.5905882352941176
1645,373,153,0.8376470588235294
1991,346,63,57.75
2521,346,42,62.75
2077,356,49,1.0476190476190477
2429,359,87,1.1383219954648527
339,98,68,3.210526315789474
429,75,123,2.2017543859649122
270,148,104,5.630769230769231
408,145,76,3.8615384615384616
1023,119,2,3.371900826446281
1125,83,227,2.28099173553719
847,156,75,7.0344827586206895
1078,147,93,4.758620689655173
198,213,148,4.455882352941177
493,213,91,4.617647058823529
161,281,107,5.611111111111111
528,276,58,5.814814814814815
639,197,44,6.27906976744186
979,200,111,9.627906976744185
856,274,32,3.4177215189873418
929,237,105,5.2405063291139244
1718,106,14,3.810810810810811
1796,59,141,2.6126126126126126
1659,158,85,4.976470588235294
1730,116,18,3.411764705882353
2247,134,142,2.0251572327044025
2787,155,20,3.0817610062893084
2183,178,77,8.702702702702704
2765,178,37,13.243243243243244
1535,237,17,4.685185185185185
1590,218,86,8.518518518518519
1488,278,95,4.96078431372549
1673,272,34,9.019607843137255
2124,221,80,7.1923076923076925
2707,222,67,8.423076923076923
2054,272,73,7.056603773584905
2684,274,99,8.264150943396226
171,314,65,12.4
415,314,49,10.68
180,335,190,2.6050420168067228
432,341,213,2.2436974789915967
888,328,102,5.53030303030303
1234,351,8,5.4393939393939394
823,412,95,4.67948717948718
1249,381,91,4.602564102564102
482,611,33,2.6354166666666665
540,560,70,0.3697916666666667
466,677,80,6.837837837837838
542,673,70,0.9594594594594594
630,500,87,1.1818181818181819
746,481,162,7.045454545454546
628,611,117,0.5842696629213483
701,552,50,3.4831460674157304
1448,315,105,11.551724137931034
1966,319,10,12.172413793103448
1477,341,38,16.75
1885,341,46,17.65
2058,316,48,13.766666666666667
2577,319,32,14.133333333333333
2201,343,21,21.736842105263158
2558,340,111,22.31578947368421
1503,359,93,16.55
1801,360,85,17.85
1473,384,231,0.9706744868035191
1761,378,216,1.0469208211143695
2164,356,151,25.692307692307693
2526,355,148,38.69230769230769
2146,369,174,0.9597701149425287
2507,378,185,1.4454022988505748
320,65,62,4.3125
405,40,123,3.1875
265,120,130,4.859154929577465
375,105,73,3.591549295774648
728,84,40,3.956043956043956
1086,50,229,3.912087912087912
772,124,86,6.0
1021,117,132,5.933333333333334
174,188,133,3.6216216216216215
462,189,45,4.486486486486487
149,250,94,5.826086956521739
454,253,58,7.217391304347826
639,173,46,4.434782608695652
926,167,134,11.130434782608695
613,208,40,2.7567567567567566
877,242,59,6.918918918918919
1572,90,15,2.7395833333333335
1629,57,102,4.104166666666667
1528,137,75,3.371794871794872
1586,101,21,5.051282051282051
2149,99,107,2.2713178294573644
2720,125,26,3.8294573643410854
2088,152,74,6.511111111111111
2693,152,49,10.977777777777778
1438,205,48,3.018181818181818
1488,179,20,8.927272727272728
1382,249,93,3.9523809523809526
1956,258,6,11.69047619047619
2036,196,58,8.74468085106383
2634,198,57,8.0
1993,236,55,8.22
2594,246,95,7.52
182,283,62,14.173913043478262
449,282,67,13.565217391304348
183,301,183,3.227722772277228
426,308,219,3.089108910891089
860,288,94,8.8125
1269,297,61,5.3125
813,359,68,5.565789473684211
1231,340,150,3.3552631578947367
505,523,53,3.2545454545454544
590,472,103,0.6121212121212121
479,619,122,5.316831683168317
583,594,100,1.0
671,418,66,1.1166666666666667
750,418,100,10.183333333333334
671,519,71,0.32524271844660196
719,471,38,2.966019417475728
1453,290,89,11.205882352941176
1895,292,35,9.382352941176471
1541,316,48,17.318181818181817
1858,316,83,14.5
2177,295,18,10.371428571428572
2518,291,77,10.885714285714286
2184,317,60,17.285714285714285
2513,316,107,18.142857142857142
1525,336,79,17.57894736842105
1853,335,164,19.263157894736842
1480,359,214,1.0603174603174603
1716,358,160,1.161904761904762
2174,336,135,16.4
2503,336,110,20.8
2219,359,227,1.0445859872611465
2579,358,192,1.3248407643312101
347,79,66,3.9893617021276597
430,59,107,2.8085106382978724
283,125,96,6.25
412,123,69,4.4
718,103,18,3.481132075471698
1131,71,192,2.990566037735849
763,133,51,7.6875
1079,128,104,6.604166666666667
226,187,141,5.559322033898305
531,185,64,5.271186440677966
128,241,68,5.857142857142857
583,239,59,5.553571428571429
656,169,39,7.157894736842105
1003,174,88,10.894736842105264
877,241,43,3.5324675324675323
949,202,97,5.376623376623376
1656,92,23,3.4693877551020407
1729,54,130,4.224489795918367
1610,136,66,4.788732394366197
1670,102,14,5.830985915492958
2255,101,78,3.483050847457627
2835,81,165,3.5084745762711864
2191,143,76,8.058823529411764
2744,142,67,8.117647058823529
1535,196,123,6.017857142857143
2068,217,0,7.446428571428571
1471,247,97,7.659090909090909
2045,246,61,9.477272727272727
2121,193,73,7.215686274509804
2692,197,79,8.96078431372549
2106,241,31,7.510204081632653
2637,248,116,9.326530612244898
164,290,140,7.023255813953488
459,296,58,6.209302325581396
179,324,200,3.5952380952380953
416,333,267,3.1785714285714284
875,306,111,6.7936507936507935
1302,320,19,5.2063492063492065
854,368,55,6.6875
1242,351,111,5.125
518,604,12,2.34070796460177
549,562,39,0.17699115044247787
507,650,48,8.672131147540984
549,660,39,0.6557377049180327
653,474,68,1.165137614678899
772,438,210,5.770642201834862
622,587,183,0.7134831460674157
719,530,54,3.533707865168539
1454,281,109,11.36
1807,288,2,14.32
1444,302,46,16.705882352941178
1758,302,65,21.058823529411764
2071,280,55,16.47826086956522
2552,281,93,24.26086956521739
2144,302,78,19.94736842105263
2523,300,219,29.36842105263158
1536,322,72,14.454545454545455
1824,321,155,14.727272727272727
1465,349,233,0.9085714285714286
1777,342,157,0.9257142857142857
2111,317,74,21.615384615384617
2415,317,59,50.46153846153846
2117,329,168,0.7827298050139275
2366,337,159,1.8272980501392757
334,113,64,2.8125
409,95,88,2.140625
269,155,85,6.101694915254237
406,158,35,4.6440677966101696
727,140,21,2.7569444444444446
1139,115,206,2.3055555555555554
808,168,41,9.232558139534884
1095,163,103,7.72093023255814
196,218,63,5.298245614035087
359,217,74,5.824561403508772
201,264,155,6.291666666666667
583,268,45,6.916666666666667
676,204,33,7.285714285714286
1019,203,126,13.542857142857143
648,237,41,3.642857142857143
941,255,49,6.771428571428571
1708,79,111,3.456140350877193
1781,29,54,3.3421052631578947
1610,153,98,4.925
2117,177,1,4.7625
2230,90,107,2.4285714285714284
2858,105,71,3.626984126984127
2164,151,71,4.5
2790,161,95,6.720588235294118
1523,220,48,8.6
2078,218,78,6.9
1464,267,103,8.958333333333334
2044,269,62,7.1875
2597,250,26,7.723076923076923
2721,229,147,4.015384615384615
2528,277,121,15.212121212121213
2710,274,69,7.909090909090909
199,325,135,5.842105263157895
515,327,73,5.280701754385965
193,369,227,4.970149253731344
441,368,246,4.492537313432836
960,321,112,8.036363636363637
1330,328,48,5.218181818181818
932,385,75,6.405797101449275
1244,370,137,4.159420289855072
598,610,2,2.9043062200956937
619,578,31,0.1291866028708134
595,647,30,9.790322580645162
621,667,27,0.43548387096774194
713,486,86,1.1926605504587156
845,458,204,5.495412844036697
692,609,172,0.8024691358024691
791,552,65,3.697530864197531
1482,302,35,17.736842105263158
1913,303,10,15.631578947368421
1556,318,34,22.466666666666665
1861,318,60,19.8
2189,302,31,22.333333333333332
2605,300,120,27.88888888888889
2217,318,67,25.125
2641,317,108,31.375
1520,337,60,11.652173913043478
1763,337,179,15.91304347826087
1440,370,161,0.7928994082840237
1780,357,158,1.0828402366863905
2118,330,42,28.0
2462,330,90,72.44444444444444
2119,340,207,0.7159090909090909
2404,342,119,1.8522727272727273
353,118,56,2.8134328358208953
425,95,91,2.2238805970149254
292,167,85,5.544117647058823
411,168,50,4.382352941176471
762,142,24,2.636986301369863
1194,109,175,1.2671232876712328
742,174,56,6.875
1137,173,110,3.3035714285714284
250,241,103,5.1940298507462686
514,236,46,4.880597014925373
225,294,189,6.96
638,292,43,6.54
697,220,39,7.605263157894737
1088,221,84,7.394736842105263
683,250,22,3.6582278481012658
1021,268,111,3.5569620253164556
1532,96,46,3.9304347826086956
1745,59,117,3.6
1634,161,99,4.431372549019608
2077,193,29,4.0588235294117645
2226,75,226,2.62992125984252
2722,91,82,2.8346456692913384
2149,163,159,3.7111111111111112
2675,175,121,4.0
1544,252,61,8.619047619047619
2068,248,65,5.126984126984127
1520,301,69,13.923076923076923
1989,304,129,8.282051282051283
2239,274,32,4.457142857142857
2570,266,178,5.457142857142857
2242,301,250,9.75
2577,300,190,11.9375
153,358,92,4.171428571428572
420,364,138,4.385714285714286
129,422,179,2.6545454545454548
421,402,269,2.790909090909091
609,341,32,4.943661971830986
1011,362,92,4.154929577464789
945,495,0,3.220183486238532
994,443,77,2.706422018348624
149,586,0,1.7085714285714286
449,586,0,1.7142857142857142
149,761,0,1.7085714285714286
449,761,0,1.7142857142857142
737,631,67,1.0591715976331362
875,570,273,2.7633136094674557
680,774,272,0.988950276243094
805,700,64,2.5801104972375692
1429,328,10,14.833333333333334
1588,329,7,7.222222222222222
1409,345,27,15.705882352941176
1575,345,29,7.647058823529412
1742,327,9,13.75
2164,324,167,58.9375
1743,344,61,11.578947368421053
1929,344,21,49.63157894736842
1362,367,39,6.923076923076923
1517,366,67,8.346153846153847
1302,398,113,0.3837953091684435
1482,389,91,0.4626865671641791
1720,358,20,16.333333333333332
1847,358,28,112.88888888888889
1731,366,82,0.30246913580246915
1855,370,70,2.090534979423868
